Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-15,'0198,GDB ,GDB HOLDINGS BERHAD,,0.35,0.355,0.345,0.350,"739,800",0,0.000 ,0.00%,,"910,400",0.220 - 0.365,2.00,5.71%,4.18,218.8M,8,1,1.94,0.345 / 0.350,23.22,41.73,,0.8,,"224,700 / 243,900",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-15,'0106,REXIT ,REXIT BERHAD,,0.64,0.640,0.640,0.640,-,0,0.000 ,0.00%,,"15,500",0.525 - 0.750,3.00,4.69%,4.16,121.2M,15,6,3.20,0.630 / 0.670,20.80,11.61,,0.0,,"10,000 / 2,000",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-15,'0005,UCREST ,UCREST BERHAD,,0.13,0.140,0.130,0.140,"5,197,300",2,+0.010 ,+7.69%,increasing,"3,086,100",0.125 - 0.335,0.00,0.00%,1.69,65.0M,8,2,1.67,0.140 / 0.145,20.17,6.22,,1.7,,"2,300 / 1,821,400",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-15,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.275,0.275,0.265,0.275,"11,100",0,0.000 ,0.00%,,"408,400",0.255 - 0.395,0.50,1.82%,3.01,137.5M,9,1,1.82,0.265 / 0.275,19.87,18.71,,0.0,,"135,500 / 33,500",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-15,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.3800000000000001,1.410,1.350,1.360,"3,626,500",2,-0.020 ,-1.45%,decreasing,"1,118,000",0.805 - 1.410,2.00,1.47%,6.59,758.3M,21,3,4.00,1.350 / 1.360,19.38,48.05,,3.2,,"86,800 / 25,400",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-15,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.225,0.235,0.215,0.225,"43,076,000",0,0.000 ,0.00%,,"26,728,300",0.150 - 0.275,0.00,0.00%,1.04,274.8M,22,7,7.50,0.220 / 0.225,34.67,3.10,,1.6,,"3,990,900 / 1,378,200",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-15,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.335,0.340,0.335,0.335,"413,600",0,0.000 ,0.00%,,"286,900",0.275 - 0.365,1.50,4.48%,3.32,99.8M,10,1,1.68,0.335 / 0.340,16.60,35.03,,1.4,,"51,000 / 149,400",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-15,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.635,0.665,0.640,0.655,"5,512,600",4,+0.020 ,+3.15%,increasing,"1,045,200",0.280 - 0.665,0.50,0.76%,3.65,208.1M,18,7,2.73,0.650 / 0.655,15.21,9.30,,5.3,,"34,200 / 93,000",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-15,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.62,1.670,1.600,1.620,"5,129,600",0,0.000 ,0.00%,,"1,479,700",0.905 - 1.730,0.00,0.00%,3.72,378.5M,44,6,6.61,1.610 / 1.620,15.18,25.41,,3.5,,"25,500 / 39,500",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-15,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.94,2.020,1.920,1.940,"7,679,800",0,0.000 ,0.00%,,"5,690,300",0.635 - 2.020,0.00,0.00%,7.46,"1,214.4M",26,11,7.46,1.930 / 1.940,28.69,17.53,,1.3,,"116,700 / 121,200",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-15,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.56,0.560,0.560,0.560,-,0,0.000 ,0.00%,,"38,000",0.305 - 0.700,0.00,0.00%,1.74,93.7M,32,0,4.60,0.530 / 0.610,14.30,121.62,,0.0,,"20,000 / 10,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-15,'0158,SCC ,SCC HOLDINGS BERHAD,,0.5,0.500,0.500,0.500,"16,000",0,0.000 ,0.00%,,"26,900",0.470 - 0.560,3.40,6.80%,4.30,70.6M,12,1,1.62,0.500 / 0.515,13.90,47.55,,0.6,,"35,600 / 19,200",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-15,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.15,0.150,0.140,0.145,"22,481,000",1,-0.005 ,-3.33%,decreasing,"10,372,100",0.125 - 0.195,0.00,0.00%,1.31,430.1M,11,2,1.52,0.140 / 0.145,13.77,7.62,,2.2,,"23,923,800 / 6,965,200",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-15,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.050,0.050,0.050,"1,591,000",0,0.000 ,0.00%,,"3,611,000",0.045 - 0.160,0.00,0.00%,0.79,105.1M,6,1,0.85,0.045 / 0.050,13.37,4.97,,0.4,,"8,969,400 / 550,700",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-15,'0162,WIDAD ,WIDAD GROUP BERHAD,,0.325,0.340,0.325,0.335,"10,982,200",2,+0.010 ,+3.08%,increasing,"4,092,700",0.215 - 0.355,0.00,0.00%,0.93,822.3M,36,3,4.88,0.330 / 0.335,13.55,9.96,,2.7,,"1,183,000 / 388,000",https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-15,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.33499999999999996,0.355,0.335,0.350,"160,800",3,+0.015 ,+4.48%,increasing,"681,700",0.160 - 0.650,1.88,5.37%,4.59,77.0M,8,0,1.33,0.345 / 0.350,17.38,85.45,,0.2,,"102,600 / 9,200",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-15,'0193,KAB ,KEJURUTERAAN ASASTERA BERHAD,,0.49,0.530,0.485,0.520,"3,318,000",6,+0.030 ,+6.12%,increasing,"3,019,500",0.185 - 0.530,1.00,1.92%,2.04,184.1M,26,1,3.25,0.520 / 0.525,12.75,37.51,,1.1,,"106,000 / 188,200",https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-15,'0039,GFM ,GFM SERVICES BERHAD,,0.36,0.375,0.350,0.360,"3,855,100",0,0.000 ,0.00%,,"1,372,500",0.320 - 0.565,1.10,3.06%,2.67,169.7M,13,1,1.73,0.360 / 0.365,12.84,29.11,,2.8,,"160,100 / 171,300",https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-15,'0084,TECFAST ,TECHFAST HOLDINGS BERHAD,,0.37,0.375,0.365,0.375,"1,346,700",1,+0.005 ,+1.35%,increasing,"983,500",0.245 - 0.455,1.00,2.67%,1.42,85.6M,26,3,3.26,0.370 / 0.375,12.35,12.51,,1.4,,"139,400 / 32,000",https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-15,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.08,0.080,0.080,0.080,"810,000",0,0.000 ,0.00%,,"1,503,100",0.075 - 0.170,0.00,0.00%,0.99,60.1M,8,1,1.00,0.080 / 0.085,12.38,7.07,,0.5,,"346,200 / 1,471,500",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-10-15,'0187,BCMALL ,BCM ALLIANCE BERHAD,,0.145,0.145,0.140,0.145,"290,400",0,0.000 ,0.00%,,"471,700",0.135 - 0.230,0.20,1.38%,1.48,61.1M,10,1,1.21,0.140 / 0.145,12.33,22.30,,0.6,,"1,226,900 / 738,900",https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-10-15,'0032,REDTONE ,REDTONE INTERNATIONAL BERHAD,,0.58,0.580,0.560,0.565,"3,459,100",3,-0.015 ,-2.59%,decreasing,"5,036,500",0.150 - 0.595,1.00,1.77%,2.52,428.7M,22,2,2.63,0.560 / 0.565,11.75,23.88,,0.7,,"140,000 / 4,000",https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-10-15,'0180,KTC ,KIM TECK CHEONG CONSOLIDATED BERHAD,,0.155,0.155,0.150,0.150,"287,500",1,-0.005 ,-3.23%,decreasing,"457,100",0.130 - 0.200,0.00,0.00%,2.32,76.5M,6,0,0.71,0.150 / 0.155,11.05,122.55,,0.6,,"145,000 / 190,000",https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-10-15,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.43999999999999995,0.480,0.440,0.470,"11,788,800",6,+0.030 ,+6.82%,increasing,"1,665,300",0.305 - 0.645,1.02,2.17%,2.55,79.5M,18,3,1.96,0.470 / 0.475,10.63,18.17,,7.1,,"61,200 / 455,400",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-10-15,'0146,JFTECH ,JF TECHNOLOGY BERHAD,,0.84,0.850,0.835,0.850,"97,000",2,+0.010 ,+1.19%,increasing,"91,200",0.640 - 0.960,0.51,0.60%,1.58,178.5M,54,8,5.66,0.850 / 0.860,10.52,10.96,,1.1,,"2,000 / 37,000",https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-10-15,'0023,IFCAMSC ,IFCA MSC BERHAD,,0.28500000000000003,0.320,0.280,0.320,"18,946,900",7,+0.035 ,+12.28%,increasing,"4,201,600",0.185 - 0.520,1.00,3.13%,1.92,194.7M,17,2,1.60,0.315 / 0.320,9.60,15.47,,4.5,,"3,288,800 / 233,400",https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
