Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-13,'0198,GDB ,GDB HOLDINGS BERHAD,,0.3,0.300,0.295,0.295,"136,000",1,-0.005 ,-1.67%,decreasing,"903,700",0.220 - 0.370,2.00,6.78%,4.18,184.4M,7,1,1.64,0.295 / 0.300,23.22,41.73,,0.2,,"66,000 / 862,600",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-13,'0106,REXIT ,REXIT BERHAD,,0.6,0.600,0.600,0.600,-,0,0.000 ,0.00%,,"32,200",0.525 - 0.750,3.00,5.00%,4.16,113.6M,14,5,3.00,0.610 / 0.640,20.80,11.61,,0.0,,"1,200 / 18,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-13,'0005,UCREST ,UCREST BERHAD,,0.14,0.140,0.140,0.140,"1,635,200",0,0.000 ,0.00%,,"4,002,600",0.125 - 0.340,0.00,0.00%,1.69,65.0M,8,2,1.67,0.140 / 0.145,20.17,6.22,,0.4,,"422,500 / 1,001,000",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-13,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.265,0.265,0.265,0.265,"285,000",0,0.000 ,0.00%,,"1,780,200",0.255 - 0.405,0.50,1.89%,3.01,132.5M,9,1,1.75,0.260 / 0.265,19.87,18.71,,0.2,,"240,000 / 237,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-13,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.16,1.170,1.150,1.160,"172,200",0,0.000 ,0.00%,,"852,000",0.805 - 1.450,2.00,1.72%,6.59,646.8M,18,2,3.41,1.150 / 1.160,19.38,48.05,,0.2,,"12,800 / 23,300",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-13,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.17500000000000002,0.205,0.180,0.200,"85,540,300",5,+0.025 ,+14.29%,increasing,"30,868,600",0.150 - 0.275,0.00,0.00%,1.04,244.3M,19,6,6.67,0.200 / 0.205,34.67,3.10,,2.8,,"6,115,000 / 4,248,400",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-13,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.345,0.345,0.335,0.345,"769,200",0,0.000 ,0.00%,,"272,700",0.275 - 0.375,1.50,4.35%,3.32,102.8M,10,1,1.73,0.340 / 0.345,16.60,35.03,,2.8,,"30,000 / 46,800",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-13,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.5549999999999999,0.570,0.550,0.565,"1,529,300",2,+0.010 ,+1.80%,increasing,"406,100",0.280 - 0.580,0.50,0.88%,3.65,179.5M,15,6,2.35,0.560 / 0.565,15.21,9.30,,3.8,,"26,000 / 441,800",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-13,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.52,1.560,1.520,1.530,"1,086,300",1,+0.010 ,+0.66%,increasing,"1,764,800",0.905 - 1.730,0.00,0.00%,3.73,356.5M,41,6,6.24,1.520 / 1.530,15.22,25.48,,0.6,,"39,600 / 383,000",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-13,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.375,0.380,0.370,0.380,"199,800",1,+0.005 ,+1.33%,increasing,"900,500",0.305 - 0.795,1.02,2.68%,3.52,64.3M,11,2,1.58,0.365 / 0.380,14.67,19.13,,0.2,,"11,100 / 173,200",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-09-13,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.41,1.500,1.420,1.490,"10,233,500",8,+0.080 ,+5.67%,increasing,"16,122,200",0.635 - 1.470,0.00,0.00%,7.46,932.7M,20,9,5.73,1.480 / 1.490,28.69,17.53,,0.6,,"24,800 / 10,400",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-09-13,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.59,0.590,0.590,0.590,-,0,0.000 ,0.00%,,"43,000",0.305 - 0.700,0.00,0.00%,1.74,98.7M,34,0,4.85,0.550 / 0.600,14.30,121.62,,0.0,,"25,000 / 20,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-09-13,'0158,SCC ,SCC HOLDINGS BERHAD,,0.52,0.520,0.520,0.520,-,0,0.000 ,0.00%,,"22,500",0.470 - 0.560,3.40,6.54%,4.30,73.4M,12,1,1.68,0.500 / 0.520,13.90,47.55,,0.0,,"2,000 / 32,500",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
